OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,NET,FOCI_GRID,LAT,LON,STATION_NAME,HAUL_NAME,GMT_DATE_TIME,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,COMMENTS_HAUL,POLYGONAL_AREA,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
1085,60BON,DY14-06 82 1 60BON 1,DY14-06,1,Q10,56.5835,-161.0177,82,1,5/26/2014 19:24,71,GOOD,505,GRID,Y,0,61,118.29295,BS,,,5,2014,26,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,67.62871,41.25352,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1086,60BON,1SS02 5 1 60BON 2,1SS02,2,,56.74917,-161.00031,5,1,8/22/2002 1:22,58,GOOD,505,PLNKSURV,Y,0,58,72.67762,BS,Volume filtered calculated by collecting agency.,,8,2002,22,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1087,60BON,1SS02 116 1 60BON 2,1SS02,2,,61.99933,-168.0417,116,1,9/24/2002 0:23,25,GOOD,505,PLNKSURV,Y,0,25,61.57473,BS,Volume filtered calculated by collecting agency.,,9,2002,24,SS02-01,Sea Storm,,Gadus chalcogrammus,,,178.64471,44.66118,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1088,60BON,1SS02 134 1 60BON 2,1SS02,2,,64.00067,-167.00121,134,1,10/3/2002 1:35,29,GOOD,505,PLNKSURV,Y,0,29,46.26458,BS,Volume filtered calculated by collecting agency.,,10,2002,3,SS02-01,Sea Storm,,Gadus chalcogrammus,,,86.45923,25.07318,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1089,60BON,1SS02 140 1 60BON 1,1SS02,1,,63,-166.0002,140,1,10/4/2002 18:03,20,GOOD,335,PLNKSURV,NPQ,0,20,44.11539,BS,Volume filtered calculated by collecting agency.,,10,2002,4,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1090,60BON,1SS02 144 1 60BON 1,1SS02,1,,63.00033,-168,144,1,10/5/2002 16:21,18,GOOD,335,PLNKSURV,NPQ,0,18,36.36159,BS,Volume filtered calculated by collecting agency.,,10,2002,5,SS02-01,Sea Storm,,Gadus chalcogrammus,,,27.50155,4.95028,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1091,60BON,1SS02 65 1 60BON 2,1SS02,2,,55.50033,-165.99631,65,1,9/12/2002 6:24,100,GOOD,505,PLNKSURV,Y,0,100,162.9057,BS,No max gear depth. No bottom depth. Volume filtered calculated by collecting agency. Bottom depth obtained from AK. Estimated max gear depth to be 10 off bottom depth.,,9,2002,12,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1092,60BON,1SS02 66 1 60BON 1,1SS02,1,,56.00467,-166.00169,66,1,9/11/2002 15:19,112,GOOD,335,PLNKSURV,NPQ,0,102,162.03235,BS,A BASIS Project; Station ID 20021066. Volume filtered provided by collecting agency.,,9,2002,11,SS02-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1093,60BON,1SS03 114 1 60BON 1,1SS03,1,,59.044,-169.9865,114,1,9/25/2003 23:40,61,GOOD,505,PLNKSURV,Y,0,0,68.99805,BS,A BASIS Project; Station ID 20031114. Volume filtered provided by collecting agency.,,9,2003,25,SS03-01,Sea Storm,,Gadus chalcogrammus,,,14.49316,0,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1094,60BON,DY14-08 146 2 60BON 2,DY14-08,2,70M17,57.5169,-168.304,146,2,9/22/2014 23:16,71,GOOD,333,PLNKSURV,Y,0,61,139.57048,BS,"60BON 500 NET W/ 25CM DIAM, 8 CM DIAM, AND 1 VERY SMALL JELLY. 60BON 333 NET BIRD FEATHER AND 2 VERY SMALL JELLIES.",,9,2014,22,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,changed SPECIES_CODE_ICHBASE from 165 to 168 (6/6/2017),50.15387,30.59386,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1095,60BON,DY13-05 47 2 60BON 1,DY13-05,1,31,57.3235,-166.3309,47,2,5/8/2013 9:21,70,GOOD,500,PLNKSURV,Y,0,65,144.99352,BS,10cm jellyfish rinsed and discarded,,5,2013,8,DY13-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
1096,60BON,7MF00 8 4 60BON 1,7MF00,1,,56.33467,-169.45383,8,4,6/29/2000 11:55,151,QUEST,333,OTHER,Y,0,35,116.45449,BS,above thermocline night. Flowmeter revs < AVG - 3 SD.,,6,2000,29,MF00-09,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1097,60BON,1DY12 20 2 60BON 1,1DY12,1,,54.87483,-165.6755,20,2,4/30/2012 7:59,141,GOOD,505,PLNKSURV,Y,0,131,274.3249,BS,Unimak box,,4,2012,30,DY12-04,Oscar Dyson,,Gadus chalcogrammus,,,40.09844,52.52895,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1098,60BON,DY14-08 205 2 60BON 1,DY14-08,1,,59.5023,-172.995,205,2,9/27/2014 16:05,96,GOOD,505,PLNKSURV,Y,0,87,185.25945,BS,,,9,2014,27,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
1099,60BON,DY13-05 34 2 60BON 1,DY13-05,1,38,57.925,-169.3063,34,2,5/7/2013 3:25,68,GOOD,500,PLNKSURV,Y,0,62,111.96518,BS,mooring site 4 box nw,,5,2013,7,DY13-05,Oscar Dyson,,Gadus chalcogrammus,,,17.8627,11.07487,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1100,60BON,9MF96 3 1 60BON 1,9MF96,1,,56.999,-169.99851,3,1,7/22/1996 9:42,62,GOOD,505,PLNKSURV,Y,0,53,92.54656,BS,,,7,1996,22,MF96-12,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1101,60BON,7MF95 122 1 60BON 1,7MF95,1,,55.26717,-165.30631,122,1,5/15/1995 7:29,114,GOOD,333,OTHER,Y,0,104,149.20946,BS,EXPLORATORY,,5,1995,15,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,6.70199,6.97007,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1102,60BON,7MF95 158 2 60BON 2,7MF95,2,,54.43567,-165.0882,158,2,5/18/1995 3:54,101,QUEST,333,OTHER,NPQ,0,92,197.71822,BS,UNIMAK BOX Wire angle at 58 deg.,,5,1995,18,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1103,60BON,7MF95 17 2 60BON 2,7MF95,2,,54.468,-166.03799,17,2,5/5/1995 8:45,536,GOOD,333,OTHER,NPQ,0,400,508.20001,BS,UNIMAK BOX,,5,1995,5,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1104,60BON,7MF95 26 1 60BON 1,7MF95,1,,56.70617,-166.1973,26,1,5/6/1995 17:51,80,GOOD,333,GRID,Y,0,70,119.82901,BS,,724.67,5,1995,6,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,7026.6791,4918.67537,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1105,60BON,1EE09 15 1 60BON 1,1EE09,1,,61.5003,-169.0002,15,1,9/4/2009 19:32,32,GOOD,505,PLNKSURV,Y,0,15,39.09192,BS,A BASIS Project; Station ID 20095015. Volume filtered provided by collecting agency.,,9,2009,4,EE09-01,Epic Explorer,,Gadus chalcogrammus,,changed SPECIES_CODE_ICHBASE from 165 to 168 (6/6/2017),51.16147,7.67422,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1106,60BON,DY13-05 16 2 60BON 1,DY13-05,1,11,54.8163,-165.8617,16,2,5/4/2013 4:48,162,GOOD,500,PLNKSURV,Y,0,156,368.89311,BS,,,5,2013,4,DY13-05,Oscar Dyson,,Gadus chalcogrammus,,,124.69737,194.52789,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1107,60BON,7MF95 34 1 60BON 3,7MF95,3,,56.2515,-166.7468,34,1,5/7/1995 7:18,116,GOOD,153,GRID,NPQ,0,106,138.48378,BS,EXTRUSION Haul performance marked QUEST for zooplankton.,749.32,5,1995,7,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1108,60BON,7MF95 72 1 60BON 1,7MF95,1,,56.066,-164.576,72,1,5/10/1995 23:22,87,GOOD,333,GRID,Y,0,83,128.39175,BS,,758.21,5,1995,10,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,7.78866,6.46459,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1109,60BON,7MF95 79 1 60BON 1,7MF95,1,,55.2265,-167.2462,79,1,5/11/1995 16:06,148,GOOD,333,GRID,Y,0,142,198.62601,BS,,778.38,5,1995,11,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,5.03459,7.14911,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1110,60BON,7MF95 9 2 60BON 1,7MF95,1,,55.05417,-165.1013,9,2,5/4/1995 19:18,112,GOOD,333,OTHER,Y,0,102,134.48476,BS,UNIMAK BOX,,5,1995,4,MF95-07,Miller Freeman,,Gadus chalcogrammus,,,16864.36441,17201.6517,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1111,60BON,1EE09 20 1 60BON 1,1EE09,1,,62.00033,-168.0002,20,1,9/5/2009 12:29,24,GOOD,505,PLNKSURV,Y,0,18,80.07635,BS,A BASIS Project; Station ID 20095020. Volume filtered provided by collecting agency.,,9,2009,5,EE09-01,Epic Explorer,,Gadus chalcogrammus,,changed SPECIES_CODE_ICHBASE from 165 to 168 (6/6/2017),24.97616,4.49571,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1112,60BON,1EE09 39 1 60BON 1,1EE09,1,,64.12237,-164.0173,39,1,9/10/2009 20:35,18,GOOD,505,PLNKSURV,Y,0,11,35.39667,BS,A BASIS Project; Station ID 20095039. Volume filtered provided by collecting agency.,,9,2009,10,EE09-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
1113,60BON,1EE10 70 1 60BON 1,1EE10,1,,61.99918,-172.0039,70,1,10/3/2010 23:16,53,GOOD,505,PLNKSURV,Y,0,45,40.199,BS,A BASIS Project; Station ID 20105070. Volume filtered provided by collecting agency.,,10,2010,3,EE10-01,Epic Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
1114,60BON,3MF93 108 1 60BON 1,3MF93,1,,54.27833,-166.64169,108,1,4/29/1993 14:49,1075,QUEST,333,PLNKSURV,Y,0,400,418.03021,BS,SMALL SCALE GRID Flowmeter revs > AVG - 3 SD.,,4,1993,29,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,9.56869,38.27475,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1115,60BON,6MF97 20 2 60BON 1,6MF97,1,M3,56.0545,-166.33116,20,2,5/6/1997 11:33,122,GOOD,333,PLNKSURV,Y,0,111,153.61357,BS,,,5,1997,6,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,58.58857,65.03332,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1116,60BON,3MF93 130 1 60BON 1,3MF93,1,,54.01167,-166.5583,130,1,4/30/1993 16:15,119,GOOD,333,PLNKSURV,Y,0,105,145.44786,BS,SMALL SCALE GRID,,4,1993,30,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,1423.19041,1494.34993,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1117,60BON,5MF97 67 2 60BON 1,5MF97,1,,54.467,-166.0443,67,2,4/25/1997 17:56,545,GOOD,333,PLNKSURV,Y,0,300,541.45245,BS,Unimak box.,,4,1997,25,MF97-05,Miller Freeman,,Gadus chalcogrammus,,,3.69377,11.08131,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1118,60BON,6MF95 63 2 60BON 1,6MF95,1,,54.9225,-165.4717,63,2,4/22/1995 15:03,127,GOOD,333,OTHER,Y,0,117,155.06372,BS,UNIMAK BOX,,4,1995,22,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,6.44896,7.54529,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1119,60BON,6MF95 71 1 60BON 1,6MF95,1,,54.58517,-165.6472,71,1,4/23/1995 6:19,328,GOOD,333,GRID,Y,0,202,277.72284,BS,,2113.32,4,1995,23,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,3.60071,7.27344,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1120,60BON,6MF95 81 1 60BON 1,6MF95,1,,55.52283,-163.548,81,1,4/24/1995 5:17,67,GOOD,333,GRID,Y,0,58,79.20124,BS,,774.72,4,1995,24,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,12.62606,7.32312,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1121,60BON,1MF08 23 3 60BON 1,1MF08,1,BP07,54.3365,-167.41083,23,3,2/21/2008 4:21,801,GOOD,505,GRID,Y,0,501,800.41272,BS,,784.8994,2,2008,21,MF08-02,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1122,60BON,1MF08 8 1 60BON 1,1MF08,1,BP04,54.10433,-167.1445,8,1,2/19/2008 3:37,1400,QUEST,505,GRID,Y,0,500,936.83734,BS,Flowmeter revs > AVG + 3 SD.,1019.226,2,2008,19,MF08-02,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1123,60BON,3DY08 66 2 60BON 1,3DY08,1,BJ10,54.80867,-166.82716,66,2,5/21/2008 2:24,273,GOOD,335,PLNKSURV,Y,0,260,518.89441,BS,,,5,2008,21,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
1124,60BON,3DY08 68 1 60BON 1,3DY08,1,,54.48267,-166.89517,68,1,5/21/2008 7:19,482,GOOD,335,PLNKSURV,Y,0,300,492.33972,BS,,,5,2008,21,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,6.09335,18.28006,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1125,60BON,3DY09 59 2 60BON 2,3DY09,2,AU04,54.952,-164.50133,59,2,5/15/2009 2:14,45,GOOD,505,GRID,Y,0,36,74.8744,BS,used 60 bon net 2 and 20 bon net 2 as quantative tow.,904.4965,5,2009,15,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,40.0671,14.42416,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1126,60BON,3DY09 6 2 60BON 1,3DY09,1,BP49,57.41083,-170.35234,6,2,5/9/2009 6:06,70,GOOD,505,GRID,Y,0,60,118.64103,BS,,1021.571,5,2009,9,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,893.45145,536.07087,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1127,60BON,3DY11 11 8 60BON 1,3DY11,1,BS4MID,57.86883,-168.92467,11,8,9/25/2011 19:38,70,GOOD,333,PLNKSURV,Y,0,63,135.96941,BS,,,9,2011,25,DY11-05,Oscar Dyson,,Gadus chalcogrammus,,changed SPECIES_CODE_ICHBASE from 165 to 168 (6/6/2017),7.3546,4.6334,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1128,60BON,3DY09 35 2 60BON 1,3DY09,1,AF10,55.98317,-162.98917,35,2,5/12/2009 23:59,85,GOOD,505,GRID,Y,0,74,124.30566,BS,large jelly in 60 bon net 2.,1155.795,5,2009,12,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,1230.83695,910.81935,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1129,60BON,DY14-05 95 2 60BON 1,DY14-05,1,AE3,54.3085,-166.3492,95,2,5/16/2014 8:33,995,GOOD,505,PLNKSURV,Y,0,302,253.09165,BS,60BON NET1 Flowmeter revs < AVG -3 SD.,,5,2014,16,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,39.51138,119.32436,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1130,60BON,DY14-06 107 1 60BON 2,DY14-06,2,AX25,56.3665,-166.366,107,1,5/28/2014 12:01,101,GOOD,505,GRID,Y,0,91,149.83916,BS,,,5,2014,28,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,40.04294,36.43907,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1131,60BON,7MF00 9 1 60BON 1,7MF00,1,,56.08733,-170.04634,9,1,7/2/2000 22:03,125,GOOD,333,OTHER,Y,0,112,398.40051,BS,below thermocline day. Flowmeter revs > AVG + 2 SD.,,7,2000,2,MF00-09,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1132,60BON,1SS05 106 1 60BON 1,1SS05,1,,61.001,-172.9993,106,1,9/30/2005 19:12,68,GOOD,505,PLNKSURV,Y,0,56,79.76198,BS,An oblique tow. A BASIS project.,,9,2005,30,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1133,60BON,1SS05 108 1 60BON 1,1SS05,1,,60.5013,-174.0022,108,1,10/1/2005 3:18,85,GOOD,505,PLNKSURV,Y,0,79,101.68739,BS,An oblique tow. A BASIS project.,,10,2005,1,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1134,60BON,1OM02 20 1 60BON 1,1OM02,1,C5,55.50167,-167.00166,20,1,8/7/2002 23:47,134,GOOD,333,PLNKSURV,Y,0,127,151.35692,BS,Max depth calculated from wire out and wire angle.,,8,2002,7,OM02-01,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Egg,,,,
1135,60BON,1SS05 57 1 60BON 1,1SS05,1,,56.0005,-167.00079,57,1,9/6/2005 0:35,136,GOOD,505,PLNKSURV,Y,0,127,154.44704,BS,An oblique tow. A BASIS project.,,9,2005,6,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1136,60BON,1SS05 65 1 60BON 1,1SS05,1,,59.5007,-168.0047,65,1,9/8/2005 1:11,37,GOOD,505,PLNKSURV,Y,0,26,36.73121,BS,An oblique tow. A BASIS project.,,9,2005,8,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1137,60BON,3AR09 23 2 60BON 1,3AR09,1,,60.35833,-175.371,23,2,7/15/2009 3:38,107,GOOD,333,PLNKSURV,Y,0,105,218.81525,BS,45 deg wire angle at depth. 60bon net2 had a jellyfish in it. Lots of fish larvae.,,7,2009,15,200901,Arcturus,,Gadus chalcogrammus,,,0,0,Egg,,,,
1138,60BON,3DY08 55 2 60BON 1,3DY08,1,AU10,55.3865,-164.92534,55,2,5/20/2008 1:03,107,GOOD,335,PLNKSURV,Y,0,100,179.76505,BS,,,5,2008,20,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,322.64336,322.64336,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1139,60BON,DY14-06 114 1 60BON 1,DY14-06,1,BG25,56.009,-167.498,114,1,5/29/2014 23:09,133,GOOD,505,GRID,Y,0,123,168.14742,BS,,,5,2014,29,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Egg,,,,
1140,60BON,DY14-06 124 1 60BON 1,DY14-06,1,BA31,56.6863,-167.1778,124,1,5/29/2014 14:11,98,GOOD,505,GRID,Y,0,88,157.80605,BS,,,5,2014,29,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,107.72718,94.79991,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1141,60BON,6MF06 68 2 60BON 1,6MF06,1,BA4,54.71333,-165.27933,68,2,9/20/2006 15:02,142,GOOD,505,GRID,Y,0,131,223.26512,BS,,1132.975,9,2006,20,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1142,60BON,1SS05 82 1 60BON 1,1SS05,1,,63.5013,-167.00079,82,1,9/19/2005 0:10,26,GOOD,505,PLNKSURV,Y,0,16,32.66819,BS,An oblique tow. A BASIS project.,,9,2005,19,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1143,60BON,1SS05 84 1 60BON 1,1SS05,1,,64.1062,-163.97301,84,1,9/21/2005 3:23,20,GOOD,505,PLNKSURV,Y,0,10,19.53233,BS,An oblique tow. A BASIS project.,,9,2005,21,SS05-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1144,60BON,1SS07 3 1 60BON 1,1SS07,1,,56.98361,-162.01645,3,1,8/16/2007 15:26,59,GOOD,505,PLNKSURV,Y,0,56,62.30322,BS,An oblique tow. A BASIS project.,,8,2007,16,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1145,60BON,1NW06 16 1 60BON 1,1NW06,1,,57.98942,-164.99797,16,1,8/25/2006 6:42,43,QUEST,505,PLNKSURV,Y,0,16,56.71085,BS,bounced along surface ~20secs at end. An oblique tow. A BASIS Project; Station ID 20062016. Volume filtered provided by collecting agency.,,8,2006,25,NW06-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
1146,60BON,1NW06 36 1 60BON 1,1NW06,1,,56.00928,-161.98262,36,1,8/30/2006 4:35,50,QUEST,505,PLNKSURV,Y,0,44,12.29933,BS,A vertical tow. A BASIS Project; Station ID 20062036. Volume filtered provided by collecting agency.,,8,2006,30,NW06-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
1147,60BON,1SS06 18 1 60BON 1,1SS06,1,,57.00083,-168.00417,18,1,8/21/2006 23:36,78,GOOD,505,PLNKSURV,Y,0,63,95.26855,BS,An oblique tow. A BASIS project.,,8,2006,21,SS06-01,Sea Storm,,Gadus chalcogrammus,,,10.49664,6.61289,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1148,60BON,1SS06 22 1 60BON 1,1SS06,1,,57.50267,-167.00467,22,1,8/22/2006 23:03,68,GOOD,505,PLNKSURV,Y,0,56,92.21943,BS,A BASIS Project; Station ID 20061022. Volume filtered provided by collecting agency.,,8,2006,22,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1149,60BON,1SS06 46 1 60BON 1,1SS06,1,,58.51017,-172.0025,46,1,8/28/2006 23:56,98,GOOD,505,PLNKSURV,Y,0,90,118.32714,BS,may have touched bottom - brittle stars & worm; rmved 6cm aquorea. An oblique tow. A BASIS project.,,8,2006,28,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1150,60BON,1SS06 51 1 60BON 1,1SS06,1,,56.49967,-173.00417,51,1,8/30/2006 3:49,1000,GOOD,505,PLNKSURV,Y,0,200,219.28394,BS,An oblique tow. A BASIS project.,,8,2006,30,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1881,60BON,1OM01 5 3 60BON 1,1OM01,1,F4,57.01917,-165.98984,5,3,7/21/2001 18:11,74,GOOD,333,PLNKSURV,Y,0,74,88.90384,BS,,,7,2001,21,OM01-03,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Egg,,,,
1152,60BON,1NW06 47 1 60BON 1,1NW06,1,,57.00837,-164.98737,47,1,9/3/2006 15:02,67,GOOD,505,PLNKSURV,Y,0,61,17.30388,BS,flat calm. A vertical tow. A BASIS project.,,9,2006,3,NW06-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Egg,,,,
1153,60BON,1SS07 109 1 60BON 1,1SS07,1,,61.5,-167.91658,109,1,9/27/2007 19:58,27,GOOD,505,PLNKSURV,Y,0,20,41.92695,BS,A BASIS Project; Station ID 20071109. Volume filtered provided by collecting agency.,,9,2007,27,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1154,60BON,1SS07 11 1 60BON 1,1SS07,1,,56.50002,-162.0165,11,1,8/18/2007 15:06,66,GOOD,505,PLNKSURV,Y,0,53,93.43613,BS,A BASIS Project; Station ID 20071011. Volume filtered provided by collecting agency.,,8,2007,18,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1155,60BON,3DY09 53 2 60BON 1,3DY09,1,AO10,55.62533,-164.15117,53,2,5/14/2009 13:54,96,GOOD,505,GRID,Y,0,86,149.21498,BS,4 jelly removed from 60Bon Net#1.,772.8445,5,2009,14,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,80.42088,69.16196,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1156,60BON,DY14-05 53 2 60BON 1,DY14-05,1,70M30,58.9478,-170.324,53,2,5/11/2014 15:00,71,GOOD,505,PLNKSURV,Y,0,61,113.73801,BS,,,5,2014,11,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,553.90454,337.88177,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1157,60BON,DY14-06 148 1 60BON 1,DY14-06,1,BS37,56.409,-169.8478,148,1,5/31/2014 11:28,99,GOOD,505,GRID,Y,0,89,167.7873,BS,,,5,2014,31,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,119.19853,106.08669,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1158,60BON,1MF08 2 1 60BON 1,1MF08,1,AX04,54.82817,-164.87984,2,1,2/18/2008 12:08,75,GOOD,505,GRID,Y,0,65,73.6699,BS,,728.8208,2,2008,18,MF08-02,Miller Freeman,,Gadus chalcogrammus,,,0,0,Egg,,,,
1159,60BON,1SS07 55 1 60BON 1,1SS07,1,,55.9836,-167.0164,55,1,8/31/2007 14:51,132,GOOD,505,PLNKSURV,Y,0,87,72.74568,BS,A BASIS Project; Station ID 20071055. Volume filtered provided by collecting agency.,,8,2007,31,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1160,60BON,1SS07 56 1 60BON 1,1SS07,1,,55.48361,-167.0164,56,1,8/31/2007 18:51,135,GOOD,505,PLNKSURV,Y,0,119,101.2306,BS,An oblique tow. A BASIS project.,,8,2007,31,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
1161,60BON,1SS07 69 1 60BON 1,1SS07,1,,56.9836,-170,69,1,9/9/2007 14:54,78,GOOD,505,PLNKSURV,Y,0,70,86.91333,BS,An oblique tow. A BASIS project.,,9,2007,9,SS07-01,Sea Storm,,Gadus chalcogrammus,,,11.50571,8.054,Egg,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1162,60BON,1SS07 70 1 60BON 1,1SS07,1,,57.48361,-169.0164,70,1,9/9/2007 18:47,69,GOOD,505,PLNKSURV,Y,0,51,105.6589,BS,A BASIS Project; Station ID 20071070. Volume filtered provided by collecting agency.,,9,2007,9,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Egg,,,,
